,carat,depth,table,price,cut_encoded,color_encoded,clarity_encoded
621,0.75,59.8,56.0,2840,2,4,1
622,0.7,61.0,56.0,2840,4,4,2
623,0.71,59.3,56.0,2840,3,4,3
624,0.92,61.9,56.0,2840,4,6,1
625,0.83,61.4,59.0,2840,3,4,1
626,0.7,59.2,60.0,2840,3,2,6
627,0.73,60.3,59.0,2841,3,4,3
628,0.71,63.4,55.0,2841,2,6,4
629,0.73,63.9,57.0,2841,2,6,2
630,0.82,61.7,53.0,2841,4,4,1
631,0.82,62.3,56.0,2841,4,4,1
632,0.82,59.7,57.0,2841,2,4,1
633,0.52,61.2,56.0,2841,4,4,6
634,1.0,58.9,60.0,2841,3,4,0
635,0.95,66.7,56.0,2841,0,3,2
636,0.73,61.4,57.0,2841,4,6,2
637,0.73,59.9,59.0,2841,3,4,3
638,0.73,61.4,58.0,2841,3,3,4
639,0.8,62.6,54.0,2842,4,1,4
640,0.7,58.7,61.0,2842,3,4,3
641,0.7,60.2,62.0,2843,2,5,3
642,0.7,62.7,58.0,2843,2,5,3
643,0.71,59.4,58.0,2843,2,5,3
644,0.81,63.2,58.0,2843,2,4,1
645,0.71,61.5,58.0,2843,2,6,2
646,0.73,61.3,57.0,2843,4,3,5
647,0.73,61.8,59.0,2843,2,4,4
648,0.72,62.0,57.0,2843,4,5,3
649,0.81,62.1,57.0,2843,4,4,1
650,0.71,60.7,57.0,2843,4,3,5
651,0.73,57.7,61.0,2844,2,5,2
652,0.7,62.0,59.0,2844,2,5,4
653,1.01,61.5,57.0,2844,4,1,0
654,1.01,63.1,57.0,2844,1,1,0
655,0.79,62.5,57.0,2844,4,2,3
656,0.7,61.8,59.0,2845,2,5,3
657,0.7,58.9,60.0,2845,2,5,3
658,0.8,63.4,60.0,2845,1,2,3
659,1.27,59.3,61.0,2845,3,2,1
660,0.79,61.5,56.0,2846,4,6,2
661,0.72,60.2,59.0,2846,2,4,4
662,0.73,61.6,56.0,2846,4,2,5
663,1.01,65.4,59.0,2846,0,2,1
664,1.01,64.2,61.0,2846,1,2,0
665,0.73,59.1,59.0,2846,4,5,2
666,0.7,61.6,57.0,2846,4,5,2
667,0.7,59.1,61.0,2846,1,4,3
668,0.77,62.9,59.0,2846,3,5,2
669,0.77,61.3,60.0,2846,3,3,3
670,0.77,61.4,58.0,2846,3,3,4
671,0.84,61.2,57.0,2847,2,2,2
672,0.72,60.3,57.0,2847,4,5,2
673,0.76,61.1,59.0,2847,3,6,2
674,0.7,62.9,59.0,2848,2,3,5
675,0.54,61.5,55.0,2848,4,6,5
676,0.75,64.6,57.0,2848,0,6,1
677,0.79,64.1,54.0,2849,1,5,2
678,0.74,63.1,58.0,2849,2,5,4
679,0.7,61.0,60.0,2850,2,5,3
680,0.7,60.8,59.0,2850,4,4,3
681,0.75,61.5,56.0,2850,4,0,2
682,1.2,63.1,60.0,2850,2,2,0
683,0.8,63.4,57.0,2851,2,4,2
684,0.66,62.1,56.0,2851,4,6,4
685,0.87,61.0,63.0,2851,2,4,1
686,0.86,62.7,59.0,2851,3,2,2
687,0.74,61.0,57.0,2851,4,4,2
688,0.58,60.6,59.0,2852,2,5,7
689,0.78,61.5,57.0,2852,4,1,4
690,0.74,61.3,55.0,2852,4,3,2
691,0.73,62.7,55.0,2852,4,5,2
692,0.91,63.5,57.0,2852,2,1,2
693,0.71,62.6,58.0,2853,3,4,3
694,0.71,63.5,55.0,2853,1,3,4
695,0.79,62.8,57.0,2853,4,6,1
696,0.79,60.0,60.0,2853,3,6,1
697,0.71,62.7,58.0,2853,3,5,2
698,0.82,61.9,58.0,2853,3,1,4
699,0.78,61.9,57.1,2854,2,2,4
700,0.7,62.4,56.0,2854,2,5,4
701,1.12,59.1,61.0,2854,3,2,0
702,0.73,62.0,57.0,2854,3,5,3
703,0.91,64.4,62.0,2854,0,0,3
704,0.91,65.4,60.0,2854,0,0,3
705,0.91,64.2,58.0,2854,1,0,3
706,0.91,65.8,58.0,2854,0,2,2
707,0.7,58.4,59.0,2854,3,5,4
708,0.68,61.7,57.0,2854,3,4,5
709,0.73,62.5,57.0,2855,2,4,3
710,1.03,63.6,57.0,2855,1,0,2
711,0.74,62.4,57.0,2855,3,6,3
715,1.02,61.6,55.0,2856,4,2,1
716,0.6,60.8,57.0,2856,4,4,5
717,0.8,61.6,56.0,2856,4,3,1
718,0.97,60.7,56.0,2856,4,4,0
720,0.26,62.3,57.0,556,4,5,4
721,0.26,62.1,56.0,556,4,5,4
722,0.36,61.9,55.0,556,4,2,2
723,0.34,57.5,61.0,556,1,3,3
724,0.34,63.3,57.0,556,1,5,2
725,0.34,63.5,55.0,556,1,5,2
726,0.34,63.4,55.0,556,1,5,2
727,0.34,59.6,62.0,556,2,3,3
728,0.34,62.2,54.0,556,4,5,2
729,0.32,64.1,54.0,556,1,5,3
730,0.31,61.6,55.0,557,4,1,6
731,0.31,61.3,56.0,557,4,1,6
732,0.31,62.3,54.0,557,4,1,6
733,0.31,62.0,54.0,557,4,1,6
734,0.31,62.7,53.0,557,4,1,6
735,0.31,62.2,53.0,557,4,1,6
736,0.31,62.2,53.6,557,4,3,3
737,0.31,61.6,54.8,557,4,2,4
738,0.31,61.8,54.2,557,4,2,4
739,0.33,59.4,59.0,557,3,3,1
740,0.33,62.3,58.0,557,3,4,1
741,0.33,62.6,58.0,557,3,3,1
742,0.33,61.9,56.0,557,4,3,1
743,0.33,63.0,58.0,557,3,4,1
744,0.33,62.8,58.0,557,3,0,4
745,0.33,61.5,61.0,557,3,0,4
746,0.33,62.1,55.0,557,4,0,4
747,0.33,63.0,57.0,557,4,1,2
748,0.33,63.6,53.0,557,1,1,2
749,0.33,60.4,59.0,557,3,1,2
750,1.0,66.1,56.0,2856,0,2,1
751,0.77,60.8,59.0,2856,3,4,2
752,0.77,61.0,58.0,2856,3,4,2
753,0.7,60.1,63.0,2857,1,5,5
754,0.9,63.1,58.0,2857,2,3,1
755,0.72,62.3,57.0,2857,4,5,2
756,0.9,61.9,59.0,2857,3,1,3
757,0.72,62.1,58.0,2857,3,5,2
758,0.7,62.1,56.0,2858,4,3,5
759,0.81,61.3,57.0,2858,2,4,2
760,0.81,61.7,57.0,2858,2,4,2
761,0.71,61.0,60.0,2858,3,5,3
762,0.7,61.4,59.0,2858,3,5,3
763,0.71,61.5,60.0,2858,3,5,3
764,0.71,63.5,59.0,2858,2,5,3
765,0.92,62.9,58.0,2858,3,0,2
766,0.76,62.7,54.0,2858,4,5,2
767,0.73,61.5,56.0,2858,4,6,2
768,0.71,60.4,62.0,2858,3,6,3
769,0.7,63.6,62.0,2858,1,5,5
770,0.9,64.5,56.0,2858,0,3,1
771,0.71,56.9,65.0,2858,0,6,3
772,0.7,61.0,57.0,2859,4,6,3
773,0.7,62.4,56.0,2859,3,6,3
774,0.77,60.9,60.0,2859,3,4,4
775,0.71,61.5,56.0,2859,4,3,4
776,0.7,59.6,61.0,2859,3,6,3
778,0.83,59.2,60.0,2859,3,5,1
779,0.71,61.3,61.0,2860,2,4,3
780,0.9,63.6,58.0,2860,2,0,1
781,0.6,61.9,54.9,2860,4,5,5
782,0.71,62.9,57.0,2860,3,6,4
783,0.53,61.4,57.0,2860,4,4,6
784,0.71,60.7,58.0,2861,3,6,2
785,0.62,61.6,56.0,2861,4,3,5
786,0.62,61.6,56.0,2861,4,3,5
787,0.9,63.0,58.0,2861,3,1,2
788,0.62,60.1,61.0,2861,0,4,7
789,0.82,61.7,59.0,2861,3,5,1
790,0.66,61.0,58.0,2861,3,6,4
791,0.7,62.5,55.0,2862,2,6,2
792,0.8,62.6,58.0,2862,2,4,2
793,0.8,62.5,59.0,2862,2,6,1
794,0.79,62.3,54.0,2862,3,4,2
795,0.71,63.2,60.0,2862,2,4,6
796,0.7,61.1,57.0,2862,4,2,3
797,0.7,58.7,63.0,2862,2,5,3
798,0.79,60.0,60.0,2862,3,2,4
799,0.7,59.5,59.0,2862,3,5,3
800,1.22,60.9,57.0,2862,3,5,0
802,0.73,62.5,61.0,2862,3,5,3
803,0.91,64.3,58.0,2863,1,1,3
804,0.71,60.8,56.0,2863,4,6,2
805,0.83,62.3,58.0,2863,3,3,2
806,0.84,62.3,59.0,2863,3,4,1
807,0.71,61.0,61.0,2863,3,6,2
808,0.71,59.7,59.0,2863,3,6,2
809,0.71,61.7,56.0,2863,3,6,2
810,0.71,61.7,57.0,2863,4,6,2
811,0.71,61.4,58.0,2863,3,6,2
812,0.71,60.6,58.0,2863,3,6,2
813,0.91,59.5,62.0,2863,3,0,2
814,0.9,59.8,62.0,2863,3,0,3
815,0.71,61.5,62.0,2863,3,2,5
816,0.71,59.1,61.0,2863,3,5,2
817,0.72,59.5,57.0,2863,4,4,3
818,0.72,60.9,60.0,2863,3,5,2
819,0.71,61.0,55.0,2863,4,5,3
820,0.81,60.3,57.0,2864,4,5,1
821,0.83,61.6,58.0,2865,2,1,3
822,0.73,60.8,55.0,2865,3,6,2
823,0.56,62.0,56.0,2866,2,6,6
824,0.56,61.8,55.0,2866,2,6,6
825,0.71,62.2,55.0,2866,4,5,4
826,0.7,62.3,58.0,2866,4,2,6
827,0.96,61.3,58.0,2866,3,1,2
828,0.71,62.9,57.0,2867,2,2,6
829,0.7,62.4,57.0,2867,4,6,3
830,0.71,60.4,57.0,2867,4,2,6
831,0.8,61.2,53.0,2867,3,2,3
832,0.95,58.4,57.0,2867,3,4,1
833,0.82,62.3,56.0,2867,4,4,1
834,0.52,61.2,56.0,2867,4,4,6
835,0.82,61.7,53.0,2867,4,4,1
836,0.82,62.3,56.0,2867,4,4,1
837,0.82,59.7,57.0,2867,3,4,1
838,0.8,61.3,57.0,2867,4,3,2
840,0.72,62.4,55.0,2868,4,1,4
841,0.62,60.5,57.0,2868,4,3,7
842,0.79,61.0,58.0,2868,3,5,1
843,0.75,63.1,56.0,2868,2,5,2
844,1.08,61.9,60.0,2869,3,6,0
845,0.72,60.8,55.0,2869,4,5,2
846,0.62,61.8,56.0,2869,4,3,7
847,0.73,61.3,57.0,2869,4,3,5
848,0.72,60.9,57.0,2869,4,2,5
849,0.52,61.8,60.0,2870,3,4,5
850,0.83,62.2,57.0,2870,4,5,1
851,0.64,62.1,58.0,2870,3,5,5
852,0.8,62.5,57.0,2870,4,3,2
853,0.74,62.1,56.0,2870,4,2,2
854,0.72,61.5,56.0,2870,4,4,2
855,0.82,59.5,57.0,2870,4,2,3
856,0.73,61.3,59.0,2870,3,5,4
857,1.04,61.6,61.0,2870,3,1,0
858,0.73,61.3,58.0,2871,2,5,2
859,0.73,63.6,57.0,2871,1,5,2
860,0.9,62.8,59.0,2871,3,0,2
861,0.75,61.8,55.0,2871,4,1,2
862,0.79,62.6,55.0,2871,4,3,2
863,0.7,62.5,56.7,2872,1,6,2
864,0.75,60.7,55.0,2872,2,6,2
865,1.02,61.7,56.0,2872,4,1,0
866,0.7,59.0,62.0,2872,2,3,1
867,0.7,61.8,56.0,2872,4,6,2
868,0.7,61.4,64.0,2872,1,5,2
869,0.7,61.4,54.0,2872,4,6,2
870,0.7,60.7,56.0,2872,4,6,2
871,0.7,60.2,60.0,2872,2,6,2
872,0.72,58.3,57.0,2872,2,5,3
873,0.74,62.3,58.0,2872,4,5,2
874,0.84,65.1,55.0,2872,1,3,2
875,0.76,62.0,58.0,2873,2,4,3
876,0.77,63.2,58.0,2873,2,5,2
877,0.76,62.8,56.0,2873,4,5,1
878,1.0,61.7,56.0,2873,4,1,1
879,1.0,65.5,62.0,2873,0,2,2
880,0.9,65.7,58.0,2873,0,1,2
881,0.9,61.8,58.0,2873,3,0,2
882,0.9,64.0,61.0,2873,1,0,2
883,0.9,65.3,61.0,2873,0,1,2
884,0.9,65.8,56.0,2873,0,1,2
885,0.9,60.9,61.0,2873,3,0,2
886,0.78,62.6,58.0,2874,3,4,3
887,0.71,61.2,59.0,2874,3,6,3
888,0.7,59.0,59.0,2874,3,4,4
889,0.7,60.8,62.0,2874,3,4,4
890,0.7,61.8,58.0,2874,3,3,5
891,0.7,61.0,55.0,2874,4,4,4
892,0.7,61.6,55.0,2874,4,4,4
893,0.7,62.4,56.0,2874,4,4,4
894,0.7,62.9,59.0,2874,3,3,5
896,0.77,62.4,56.0,2875,4,2,2
897,1.0,65.5,55.0,2875,0,0,4
898,1.0,66.3,61.0,2875,0,1,2
900,0.73,62.6,60.0,2876,3,5,4
901,0.79,60.6,53.0,2876,3,5,3
902,0.72,62.2,54.0,2877,2,2,4
903,0.71,62.4,56.0,2877,4,5,4
904,0.74,62.3,55.0,2877,4,3,3
905,0.7,62.7,56.0,2877,1,2,6
906,0.7,59.1,62.0,2877,1,4,4
907,0.79,62.8,59.0,2878,2,4,2
908,0.79,62.7,60.0,2878,2,4,2
909,0.79,59.7,58.0,2878,2,6,1
910,0.71,61.5,55.0,2878,4,1,3
911,0.79,62.8,56.0,2878,4,4,2
912,0.73,61.4,56.0,2879,2,4,2
913,0.63,60.3,62.0,2879,3,5,7
914,0.7,60.4,60.0,2879,3,4,4
915,0.71,62.7,58.0,2879,3,4,4
916,0.84,61.0,56.0,2879,4,3,1
917,0.84,62.3,55.0,2879,4,3,1
918,1.02,60.3,54.0,2879,4,0,1
920,0.72,62.0,56.0,2879,4,4,4
921,0.92,58.7,61.0,2880,2,0,1
922,0.74,63.9,57.0,2880,2,6,2
923,0.7,62.0,55.0,2881,4,2,6
924,0.71,60.0,59.0,2881,2,5,3
925,1.05,62.0,59.0,2881,3,2,0
926,0.7,62.8,56.0,2882,2,2,7
927,0.54,61.8,56.0,2882,4,4,6
928,0.73,59.9,58.0,2882,3,4,3
929,0.88,56.6,65.0,2882,0,4,2
930,0.73,58.7,57.0,2882,3,4,3
931,0.72,61.8,56.0,2883,4,6,2
932,0.9,62.7,64.0,2883,1,2,1
933,0.9,65.0,61.0,2883,0,2,1
934,1.03,65.3,55.0,2884,0,1,1
935,0.84,63.8,57.0,2885,2,4,2
936,1.01,62.7,60.0,2885,3,1,2
937,0.77,61.5,55.0,2885,4,6,1
939,0.9,66.9,57.0,2885,0,6,1
940,0.73,61.4,56.0,2886,4,5,2
941,0.72,62.7,55.0,2886,4,5,2
942,0.71,62.4,54.0,2887,2,6,2
943,0.7,62.6,59.0,2887,3,5,4
944,0.79,61.7,59.0,2888,4,1,4
945,0.72,62.5,58.0,2889,2,3,5
946,0.7,63.5,54.0,2889,2,5,3
947,0.7,62.2,58.0,2889,2,4,4
948,0.9,63.5,58.0,2889,1,2,1
949,0.71,62.8,56.0,2889,2,4,4
950,0.5,62.2,54.0,2889,4,5,5
951,0.5,62.2,54.0,2889,4,5,5
952,0.74,61.2,56.0,2889,4,4,2
953,0.77,61.8,56.0,2889,3,4,3
954,0.77,59.8,61.0,2889,3,5,2
955,0.8,61.5,54.0,2890,4,4,2
956,0.8,62.4,57.0,2890,4,4,2
957,0.8,61.5,60.0,2890,3,4,2
958,0.8,63.8,59.0,2890,1,4,2
959,0.66,61.5,56.0,2890,4,3,6
960,0.71,61.2,58.0,2891,2,5,3
961,0.71,61.2,56.0,2891,4,4,3
962,0.71,61.6,56.0,2891,4,5,3
963,0.71,62.7,56.0,2891,4,5,3
964,0.72,61.1,56.0,2891,4,6,2
965,0.71,62.3,61.0,2891,1,6,3
966,0.86,61.8,55.0,2892,4,2,1
967,1.19,65.1,59.0,2892,0,2,0
968,0.71,62.6,55.0,2893,2,4,4
969,0.82,62.5,56.0,2893,2,3,1
970,0.71,61.5,57.0,2893,4,3,5
971,0.75,62.5,57.0,2893,4,4,3
972,0.7,59.2,60.0,2893,2,2,6
973,0.8,62.5,55.0,2893,4,3,1
974,0.82,59.9,62.0,2893,1,3,1
975,0.82,63.4,55.0,2893,2,3,2
976,0.82,59.9,59.0,2893,3,3,2
977,0.81,62.4,57.0,2894,2,5,1
978,0.81,62.2,57.0,2894,4,3,1
979,0.76,61.4,56.0,2894,4,4,2
980,0.71,60.9,56.0,2895,2,3,3
981,0.7,61.8,59.0,2895,2,4,4
982,0.7,62.1,53.0,2895,4,3,5
983,0.74,59.8,58.0,2896,2,3,4
988,0.73,61.5,55.0,2896,4,5,1
989,0.77,62.1,56.0,2896,4,6,1
990,0.77,60.9,58.0,2896,3,5,2
991,1.01,63.1,57.0,2896,2,1,0
992,1.01,61.5,57.0,2896,4,1,0
993,0.6,60.6,57.0,2897,2,6,5
994,0.76,61.1,58.0,2897,3,5,2
995,0.54,61.4,52.0,2897,4,6,5
996,0.72,62.5,55.0,2897,4,5,2
997,0.72,59.4,61.0,2897,1,4,4
998,0.74,61.8,58.0,2897,3,6,3
999,1.12,60.6,59.0,2898,3,0,1
1000,0.75,62.3,55.0,2898,4,6,2
1001,0.77,62.6,57.0,2898,4,6,2
1002,0.98,57.9,56.0,2898,1,2,1
1003,0.79,61.1,57.0,2898,4,3,2
1004,0.79,62.3,57.0,2898,4,3,2
1005,0.79,62.3,57.0,2898,4,3,2
1006,0.79,62.3,57.0,2898,4,3,2
1007,0.79,62.3,57.0,2898,4,3,2
1008,0.79,62.3,57.0,2898,4,3,2
1009,0.7,59.9,61.0,2899,1,3,6
1010,0.7,61.9,58.0,2900,2,4,2
1011,0.72,62.7,58.0,2900,3,6,4
1012,0.8,62.7,58.0,2901,3,4,2
1013,0.81,63.0,56.0,2901,4,5,1
1014,0.81,62.5,59.0,2901,3,5,1
1015,0.74,61.9,57.0,2901,4,5,3
1016,0.73,62.0,60.0,2902,3,5,3
1017,0.73,61.4,55.0,2902,4,5,3
1018,0.75,61.6,55.0,2902,4,3,2
1019,0.71,64.6,59.0,2902,0,5,3
1020,0.71,59.6,60.0,2902,3,5,3
1021,0.75,62.8,60.0,2903,3,6,2
1022,0.75,62.3,57.0,2903,4,6,2
1023,0.72,61.9,55.0,2903,4,6,2
1024,0.72,61.4,59.0,2903,3,6,2
1025,0.72,61.1,59.0,2903,3,5,3
1026,0.79,63.0,54.0,2904,2,4,2
1027,0.79,62.8,57.0,2904,2,6,1
1028,0.7,58.4,59.0,2904,2,5,4
1029,0.62,62.0,56.0,2904,4,5,5
1030,0.7,59.3,62.0,2905,2,3,5
1031,0.7,63.4,59.0,2905,2,3,5
1032,0.7,63.3,59.0,2905,2,3,5
1033,0.71,62.1,58.0,2905,2,3,3
1034,0.86,61.2,58.0,2905,2,1,4
1035,0.53,62.5,54.0,2905,4,6,6
1036,0.91,63.5,58.0,2905,2,0,2
1037,0.95,63.8,57.0,2905,1,1,1
1038,0.91,62.8,59.0,2905,3,0,2
1039,0.74,62.4,57.0,2906,2,6,3
1040,0.8,62.2,58.0,2906,4,1,4
1041,0.74,62.8,61.0,2906,1,5,2
1042,0.61,62.4,53.9,2907,4,5,5
1043,0.61,62.4,53.6,2907,4,5,5
1044,0.61,62.1,54.2,2907,4,5,5
1045,0.72,62.8,57.0,2907,4,2,6
1046,0.7,62.3,53.0,2907,4,4,3
1047,0.71,61.9,56.0,2907,4,4,4
1048,0.79,60.3,60.0,2907,4,3,2
1049,0.72,62.6,56.0,2907,4,5,2
1050,0.33,62.9,55.0,557,4,3,1
1051,0.39,61.5,57.0,558,4,2,1
1052,0.32,61.3,55.0,558,4,6,2
1053,0.25,61.2,59.0,558,3,4,4
1054,0.25,63.6,57.0,558,1,4,4
1055,0.25,60.7,59.0,558,3,5,4
1056,0.25,61.5,60.0,558,3,5,4
1057,0.31,60.8,58.0,558,3,1,3
1058,0.31,59.8,60.0,558,3,1,3
1059,0.31,63.2,55.0,558,2,1,3
1060,0.31,62.3,57.0,558,3,1,3
1061,0.31,58.7,60.0,558,3,2,2
1062,0.31,62.7,58.0,558,3,2,2
1063,0.31,61.7,56.0,558,4,5,1
1064,0.31,60.1,57.0,558,4,5,1
1065,0.31,61.3,55.0,558,4,5,1
1066,0.31,60.8,60.0,558,3,1,3
1067,0.31,59.9,57.0,558,4,1,3
1068,0.31,59.9,60.0,558,3,1,3
1069,0.31,61.1,58.0,558,3,1,3
1070,0.31,60.7,61.0,558,3,1,3
1071,0.31,63.1,54.0,558,2,1,3
1072,0.31,62.3,60.0,558,3,1,3
1073,0.31,61.7,59.0,558,3,2,2
1074,0.31,61.0,61.0,558,3,2,2
1075,0.31,63.6,57.0,558,1,2,2
1076,0.31,62.4,57.0,558,3,2,2
1077,0.31,62.8,58.0,558,3,2,2
1078,0.31,62.9,56.0,558,4,2,2
1079,0.31,60.9,60.0,558,3,5,1
1080,0.82,63.6,56.0,2908,2,2,2
1081,0.73,61.5,55.0,2908,4,1,4
1082,0.7,61.0,60.0,2909,3,6,3
1083,0.7,60.9,57.0,2909,3,6,3
1084,0.71,61.2,56.0,2909,4,2,4
1085,0.71,61.9,56.0,2909,4,2,4
1086,0.9,61.9,57.0,2909,4,1,1
1087,0.71,62.9,57.0,2910,2,6,4
1088,1.05,58.3,57.0,2911,3,1,1
1089,0.59,61.1,57.0,2911,4,5,5
1090,0.71,60.6,56.0,2911,4,3,3
1091,0.77,60.3,61.0,2911,1,4,3
1092,0.73,64.2,54.0,2912,1,5,3
1093,0.7,58.7,63.0,2912,1,5,3
1094,0.73,63.2,56.0,2912,1,5,3
1095,0.8,61.2,60.0,2912,3,5,2
1096,1.0,65.2,54.0,2912,0,2,1
1097,1.0,66.0,56.0,2912,0,1,2
1098,1.0,67.0,55.0,2912,0,2,1
1099,0.7,60.7,60.0,2913,2,6,3
1100,0.71,61.4,58.0,2913,3,6,2
1101,0.71,60.8,59.0,2913,3,3,1
1102,0.71,60.6,58.0,2913,3,6,2
1103,0.71,61.7,56.0,2913,2,6,2
1104,0.71,61.7,57.0,2913,4,6,2
1105,0.71,59.7,59.0,2913,3,6,2
1106,0.91,62.0,59.0,2913,3,1,1
1107,0.83,62.2,59.0,2913,3,5,2
1108,0.85,62.0,57.0,2913,4,3,1
1109,0.8,63.5,55.0,2914,2,4,2
1110,0.73,61.4,58.0,2914,4,5,2
1111,0.83,62.0,55.0,2915,2,1,3
1112,0.77,63.6,57.0,2915,2,3,2
1113,0.8,62.0,55.0,2915,2,3,1
1114,0.71,62.2,56.0,2915,4,4,3
1115,0.73,60.8,57.0,2916,2,2,4
1116,0.93,62.0,57.0,2917,4,1,2
1117,0.74,62.5,60.0,2917,3,4,4
1118,0.7,62.5,58.0,2917,4,5,3
1119,0.71,61.2,56.0,2917,4,4,3
1120,0.71,59.5,58.0,2918,2,4,3
1121,0.8,61.2,53.0,2918,2,2,3
1122,0.71,62.1,54.0,2918,4,2,6
1123,0.72,61.8,55.0,2918,4,1,3
1124,0.83,63.1,57.0,2918,2,6,1
1125,0.72,60.5,57.0,2919,2,3,4
1126,0.8,62.5,56.0,2919,2,2,2
1127,0.73,62.2,56.0,2919,3,3,5
1128,0.7,63.8,58.0,2919,1,4,4
1129,0.73,61.9,55.0,2919,4,2,4
1130,0.73,61.9,55.0,2919,4,3,5
1131,0.71,59.7,57.0,2920,3,5,4
1132,0.72,61.0,55.0,2920,4,4,2
1133,0.71,59.1,59.0,2920,3,4,4
1134,0.71,62.6,55.0,2920,4,4,4
1135,0.74,60.5,60.0,2921,2,2,5
1136,0.71,59.9,59.0,2921,2,5,3
1137,0.71,60.7,60.0,2921,2,5,3
1138,0.71,60.1,60.0,2921,2,6,2
1139,0.65,61.3,56.0,2921,4,4,5
1140,0.9,64.1,66.0,2921,0,1,3
1141,0.71,63.7,58.0,2922,2,5,3
1142,0.71,63.3,59.0,2922,2,5,3
1143,0.68,59.7,57.0,2922,2,4,4
1144,0.53,61.6,56.0,2922,4,4,6
1145,0.77,60.6,56.0,2922,4,6,1
1146,0.72,63.0,57.0,2923,2,5,3
1147,0.72,63.2,58.0,2923,2,5,3
1148,0.7,61.8,59.0,2923,2,5,2
1149,0.75,62.3,58.0,2923,2,5,2
1150,0.75,61.5,58.0,2923,2,5,2
1151,0.87,62.5,57.0,2923,4,2,2
1152,0.71,62.4,54.0,2923,4,5,4
1153,0.77,60.2,56.0,2923,4,6,1
1154,0.78,61.1,56.0,2923,4,4,2
1155,0.75,58.3,60.0,2923,1,5,2
1156,0.9,58.7,60.0,2923,3,1,3
1157,0.7,61.5,56.0,2924,4,1,4
1158,0.8,58.2,63.0,2925,2,6,2
1159,0.7,64.5,58.0,2925,2,4,4
1160,0.51,63.3,58.0,2925,2,5,7
1161,0.71,61.5,56.0,2925,4,1,7
1162,1.02,61.7,56.0,2925,4,1,0
1163,1.2,60.5,58.0,2925,3,1,0
1164,0.81,63.6,55.0,2926,1,6,1
1165,0.81,61.2,56.0,2926,3,4,2
1166,0.81,61.3,60.0,2926,3,4,2
1167,0.77,63.3,57.0,2927,2,2,4
1168,0.8,59.4,58.0,2927,4,1,2
1169,0.9,59.5,60.0,2927,3,2,1
1170,0.7,61.3,54.0,2928,2,4,3
1171,0.7,60.8,59.0,2928,2,6,3
1172,0.74,61.0,58.0,2929,2,5,2
1173,0.8,61.1,57.0,2929,2,3,3
1174,0.7,61.8,57.0,2929,4,3,3
1175,0.7,60.1,57.0,2929,4,5,2
1176,0.71,61.3,60.0,2930,2,5,3
1177,0.7,60.3,58.0,2930,3,5,4
1178,0.7,62.3,54.0,2930,4,5,4
1179,0.71,62.3,57.0,2930,4,4,3
1180,0.71,62.7,57.0,2930,4,3,4
1181,0.71,62.6,57.0,2930,4,3,4
1182,0.9,58.7,63.0,2930,2,5,1
1183,0.9,65.0,58.0,2930,0,5,1
1184,0.71,61.7,57.0,2930,4,3,6
1185,0.7,60.8,57.0,2931,2,3,5
1186,0.72,63.3,57.0,2931,2,4,3
1187,0.72,61.8,59.0,2931,4,4,3
1188,0.7,62.0,61.0,2932,3,3,6
1189,0.7,61.0,57.0,2932,3,4,5
1190,0.7,63.2,58.0,2932,2,4,5
1191,0.72,62.2,57.0,2933,2,3,5
1192,0.59,60.6,59.0,2933,2,6,5
1193,0.73,59.9,58.0,2933,3,4,3
1194,0.75,62.3,57.0,2933,4,4,3
1195,0.75,57.6,56.0,2933,1,6,1
1196,0.9,62.7,64.0,2934,1,2,1
1197,0.71,62.0,54.0,2934,4,6,1
1198,0.91,60.2,52.0,2935,3,2,2
1199,1.17,65.4,62.0,2935,0,1,0
1200,0.8,62.0,60.0,2935,3,2,4
1201,0.7,61.8,60.0,2936,2,3,5
1202,0.81,60.2,58.0,2936,2,2,2
1203,0.74,60.5,59.0,2936,4,4,3
1204,0.7,62.6,54.0,2936,4,6,1
1205,0.82,62.1,56.0,2937,4,5,1
1206,0.76,58.3,62.0,2937,3,5,2
1207,0.76,59.6,57.0,2937,3,3,4
1208,0.95,58.8,60.0,2937,3,3,1
1209,0.71,62.7,57.0,2938,2,2,6
1210,0.71,62.7,59.0,2938,2,2,6
1211,0.81,60.2,57.0,2938,4,5,1
1212,0.73,62.7,58.0,2939,2,4,3
1213,0.73,60.7,57.0,2939,2,3,4
1214,0.83,61.9,56.0,2939,2,4,1
1215,0.77,59.5,60.0,2939,3,6,2
1216,0.8,60.8,56.0,2939,4,5,1
1217,0.73,62.7,58.0,2939,4,4,3
1218,0.72,62.4,57.0,2939,4,5,1
1219,0.75,60.6,55.0,2939,4,3,3
1220,0.8,59.9,58.0,2939,3,5,1
1221,0.81,61.8,56.0,2939,4,1,3
1222,0.82,62.6,59.0,2939,3,2,3
1223,0.7,63.1,57.0,2940,1,4,5
1224,1.24,61.9,55.0,2940,2,0,0
1225,0.7,62.6,59.0,2940,2,4,5
1226,0.7,61.2,54.0,2940,4,4,4
1228,1.0,57.6,61.0,2940,1,2,0
1229,0.75,61.6,57.0,2940,4,5,3
1230,0.7,61.5,56.0,2940,4,5,3
1231,0.79,59.2,59.0,2941,2,5,1
1232,0.8,63.8,59.0,2941,1,4,2
1233,0.81,62.7,58.0,2942,2,4,1
1234,0.71,61.1,58.0,2942,3,4,4
1235,1.03,65.7,59.0,2942,0,3,1
